"updated_label","original_url","old_label","source_article","explanations","rationale"
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5821269bd6a87cd126903137/logical-fallacies","ad hominem","He can't be a great athlete; he cheated on his wife.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5fa94745abef66001b5aeb64/fallacy-quiz","ad hominem","An abusive attack against someone making the argument, instead of the argument itself, is called a/an","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5d8b58e02e4e1c001a5023ab/fallacies","ad hominem","A politician arguing that his opponent cannot possibly be a good choice for women because he has been married and divorced five times.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/607ee7628974e8001b0db45c/quick-check-logos-and-fallacies","ad hominem","David is so wrong about Luna's work ethic. David is just an egotistical jerk with a God complex, what does he know?","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/60004d578955c7001bd96aae/name-that-logical-fallacy","ad hominem","Vote for me because the other candidate is a cheat and a liar!","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5d7061e8154c4d001a5ae7b1/test-your-fallacies","ad hominem","You didn’t even finish high school, how could you possible know about this?","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5e6258fe944a37001b6faae2/logical-fallacies","ad hominem","""I used to have that haircut. Then my mom got a job.""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5e6258fe944a37001b6faae2/logical-fallacies","ad hominem","""How would you know anything about technology? You're too old!""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/6012e5d77b0272001eadb40d/rhetorical-fallacies","ad hominem","Ms. Baker assigned me a lot of homework because she’s a witch!","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5f1a97984ffed6001b997086/logical-fallacies","ad hominem","Senator Ribbit is a liar. You shouldn't listen to him on anything.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5f91a8f01eb916001c015110/rhetorical-fallacies","ad hominem","Says Robot 2, attacking Robot 1 instead of his arguments.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5ffdbb6b36ee14001ec3829e/fallacies","ad hominem","The reason our company never makes any money is because we have a buffoon running it!","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5e528b7fe6cfb3001ca07fd8/mankind-s-next-giant-leap","ad hominem","Don't listen to Eddie's arguments on education. He didn't even finish high school","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5e0cf2291dd028001cf54350/persuasive-terms","ad hominem","or group in order to discredit an idea with which the person or group is associated; distracts the reader from the real issue","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5d90f216d258e4001a11c33c/fun-with-fallacies","ad hominem","Brandon: We should have tastier lunches! Jaylen: Don't listen to him! He's a terrible person! I saw him trip another student and steal his lunch money!","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/60332e20073770001d1ef61f/english-review","ad hominem","You're clearly just too young to understand what’s happening.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/59ba736940c40f1100e9635b/propaganda-and-animal-farm","ad hominem","""We will teach this miserable traitor(Snowball) that he cannot undo our work so easily.""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/580f92d256bd584f78ed14e0/animal-farm-propaganda","ad hominem","When Squealer/Napoleon calls Snowball a 'traitor', and 'criminal'","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/60621ec7d83485001b4bdbc7/genre-elements-review","ad hominem","""I see no reason to listen to Smith. Anything he says will be influenced by his interest in civil rights. His statements are bound to be distorted and unreliable."" ","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5f6c215473a960001b4b0054/philosophy-ct-unit-mc-practice","ad hominem","While debating with a friend on which movie would be better to see, you use the argument that your opinion on movies is better because your friend picks their nose, so we shouldn’t trust them because that’s gross","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5a0266cab2deb7120079eb26/crucible-and-mccarthyism","ad hominem","politicians coin names to cast blame","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5fa94745abef66001b5aeb64/fallacy-quiz","ad hominem","“He’s not a great athlete; he’s a fraud, a cheat and a liar. That’s why not everybody is ‘happy for Lance.'”","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5a663673f2554e001b8563e1/logical-fallacy-review-game","ad hominem","""She's such a mean teacher and person – that's why she wouldn't raise my grade ONE percent!""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5a663673f2554e001b8563e1/logical-fallacy-review-game","ad hominem","""Drivers in Richmond are terrible. Why does everyone in a big city drive like that?""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5ab41a9faac86b001ba85423/persuasive-terms","ad hominem","Layla is a liar! She should not be trusted to be president for student council!","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5ff71d402841f5001b57bc06/logical-fallacies-practice","ad hominem","My opponent raised a good point, but can we trust him? I mean he just moved to town only 5 months ago, how much could he really know?","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/590b9af3ed579e10005898d5/fallacies-day","ad hominem","Student: Hey, Professor Moore, we shouldn't have to read this book by Freud. Everyone knows he used cocaine.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/590b9af3ed579e10005898d5/fallacies-day","ad hominem","We cannot approve of this recycling idea. It was thought of by a bunch of hippie communist weirdos.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/590b9af3ed579e10005898d5/fallacies-day","ad hominem","I was assigned a personal trainer at the Rec, and he gave me a new workout program. But I don't have any confidence in his expertise, since he has obvious trouble controlling his own appetite.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/590b9af3ed579e10005898d5/fallacies-day","ad hominem","Of course Marx' theories about the ideal society are bunk. The guy spent all his time in the library.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/590b9af3ed579e10005898d5/fallacies-day","ad hominem","Yeah, I think everyone's opinion counts on moral matters like that, but that Lila sleeps around with anything. I know of at least one marriage she's broken up, so why should her opinion count on anything, much less morality?","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/6024766901d0c1001b04761f/logical-fallacies-practice","ad hominem","Student: Logical Fallacies have nothing to do with my life and I don’t want to learn them! Teacher: You are too young to understand why it’s important!","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5cca00b0fa3ddc001a583211/rhetorical-fallacies-th-grade","ad hominem","His opinions about sports mean nothing - he can barely tie his own shoes!","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5cca00b0fa3ddc001a583211/rhetorical-fallacies-th-grade","ad hominem","Look at that face! Could anyone trust that to run the country?","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5cca00b0fa3ddc001a583211/rhetorical-fallacies-th-grade","ad hominem","I don't know about you, but I would never take the word of a woman who never finished school.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5cca00b0fa3ddc001a583211/rhetorical-fallacies-th-grade","ad hominem","Why would you lend money to some who looks like they don't have a job?","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5e15d293351ef5001bd0e625/traditional-logic-chapter-review","ad hominem","Senator Jones supports a strong national defense, and he wants your vote. I would never vote for a coward like him.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5a0f0600920b9b1100fb5669/logical-fallacy","ad hominem","Cari says that we need a major overhaul in education. Cari gets a speeding ticket every other week, so maybe she should learn how to drive instead of worrying about schools.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5f769795899c3f001cce9a5a/philo-quiz-week-fallacy","ad hominem","""My opponent raises a really good point, but can we really trust him? He moved to this town three years ago and everyone knows his wife left him.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5f769795899c3f001cce9a5a/philo-quiz-week-fallacy","ad hominem","Oh, please. What do you know about labor laws? You don't even have a job.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5d321220e0cc63001a271f55/logical-fallacies","ad hominem","Dustin: ""Why do you always deflect the argument by insulting me?"" Ann: ""You're ugly and poor!""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5e6258fe944a37001b6faae2/logical-fallacies","ad hominem","""You're too ugly to be class president!""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5fab3cc677f31f001e81b694/appeals-and-fallacies-quiz","ad hominem","Only fools are out in public right now. Careful people are staying home.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5edf4d164fcd03001b2b46f0/logic","ad hominem",", rather than considering the content of what the person is saying?","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5c052a53f1cae6001ab2d649/easier-logical-fallacy-review","ad hominem","Mr. Casal is a bad teacher because he stinks.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5c052a53f1cae6001ab2d649/easier-logical-fallacy-review","ad hominem","You can't be my partner in class because you didn't donate to the Hurricane Sandy fundraiser.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5a663673f2554e001b8563e1/logical-fallacy-review-game","ad hominem","""He just says that because he's a Republican.""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/606ff0f48e5148001c3e4891/elt-fallacies-in-writing-nd","ad hominem","This trick, which literally means ""to the guy,"" distorts a person's character subtly or blatantly, undermining their reputation regardless of how compelling their point is.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5aa8942d5ae5a90019188726/fallacies","ad hominem","I don't think we need to talk to the people in the Justice Department about the practicality of enforcing this bill. The Justice Department is full of Democrats, and they are already biased against it.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5dcb28944bb29b001f3c5e53/logical-fallacies-false-logic","ad hominem","“against the man;” attacking the individual rather than their position.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5dcb28944bb29b001f3c5e53/logical-fallacies-false-logic","ad hominem","The political commercials described the mayor as a “monster” who “hated babies” but they never discussed his plans for the city.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/58ab8190b2798b6777134b36/persuasive-techniques-and-logical-fallacies","ad hominem","You are clearly just too young to understand this issue!","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/6019e64ff54481001b028073/eapp-logic-live-quiz-alternative","ad hominem","You are not a credible resource person. You haven't finished college.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5955a3f0181ab41000ac5a83/debate-fallacies","ad hominem","Matt is running for class president. In his campaign speech he says, ""My opponent does not deserve to win. She is a smoker and she cheated on her boyfriend last year.""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5955a3f0181ab41000ac5a83/debate-fallacies","ad hominem","""Andrea Starkk has written several books arguing that the media harms women when it comes to body image. But Starkk is an ugly, bitter person, so you shouldn't listen to her.""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5e66ec8210bf64001b1fa963/logical-fallacies","ad hominem","The Senator must be wrong on the issue of taxes because he's such a jerk to the people who work for him.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5e6b3c133d50bb001be4f453/logical-fallacies","ad hominem","No one should believe our dear lady Senator who have had an adulterous relationship.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/604934d7fe8205001fe46ba0/fallacies-quiz","ad hominem","The candidate for mayor was a really bad baseball player in college! Don't vote for him!","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.pesec.no/24-most-common-logical-fallacies/","ad hominem","After Sally presents an eloquent and compelling case for a more equitable taxation system, Sam asks the audience whether we should believe anything from a woman who isn't married, was once arrested, and smells a bit weird.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/57ce081d2c713dc7aebd1484/logical-fallacies","ad hominem","A father tells his son not to start smoking as he will regret it when he is older, and the son points out that his father is a smoker. This does not alter the fact that his son may regret smoking when he is older.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5da9e081053807001aa9c382/logical-fallacies","ad hominem","John says that Kentucky will beat Florida, but John sometimes lies, so I'm not sure.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/58ee7ef2f594a8e768780149/rhetorical-fallacies","ad hominem","""Andrea Dworkin has written several books arguing that the media harms women when it comes to body image. But Dworkin is an ugly, bitter person, so you shouldn't listen to her.""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5f1a97984ffed6001b997086/logical-fallacies","ad hominem","There's no point listening to you. Everybody knows you're just a little do-gooder.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.logicallyfallacious.com/logicalfallacies/Ad-Hominem-Abusive","ad hominem","My opponent suggests that lowering taxes will be a good idea -- this is coming from a woman who eats a pint of Ben and Jerry’s each night!"," The fact that the woman loves her ice cream, has nothing to do with the lowering of taxes, and therefore, is irrelevant to the argument.  Ad hominem attacks are usually made out of desperation when one cannot find a decent counter argument.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/608aa4ecb8575b001cc6ef62/logical-fallacies","ad hominem","The new vice president has never gone to public school, so he can never connect to the middle and lower class.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/60a683b792ce65001b5816bf/logical-fallacies","ad hominem","This is why a woman shouldn’t do a man's job","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/60804bf832accb001ba2444f/logical-fallacies","ad hominem","Cardenas roots for a British football team. Clearly he’s unfit to be a chef at the new restaurant","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/60804bf832accb001ba2444f/logical-fallacies","ad hominem","All people from Pinole are liars","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5c3fedfb7e72ee001a76fce6/persuasive-text-quiz","ad hominem","Don't listen to her advice about math. She doesn't even know how to tie her own shoes!","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5f918a04b5be2c001b528339/logical-fallacies-quiz","ad hominem","Louise is running for class president. In her campaign speech she says, ""My opponent does not deserve to win. She is a smoker and she cheated on her boyfriend last year.""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/6060b5acc441bf001b548932/logical-fallacies","ad hominem","You can't believe Jack when he says there is a God because he doesn't even have a job.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/6060b5acc441bf001b548932/logical-fallacies","ad hominem","Person 1: I am for raising the minimum wage in our state. Person 2: She is for raising the minimum wage, but she is not smart enough to even run a business.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5da783b3216605001ad267df/match-logical-fallacies","ad hominem","Mr. Gough supports the cell phone ban and he's an idiot, so we should let teachers keep their cell phones.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/58dbf9c6a4f008e15ac0d008/logical-fallacies-part-iv","ad hominem","Students who want cell phones in school have no idea what they're talking about.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/58dbf9c6a4f008e15ac0d008/logical-fallacies-part-iv","ad hominem","Teachers claim that cell phones distract students, but they only say that because teachers have no lives.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/603f9f9db56df1001b02cfc7/logical-fallacies-daniella-a","ad hominem","You're wrong because you're ugly!","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5ad4e7ecdc7f09001a7e8c79/logical-fallacies","ad hominem","I'm not surprised, frankly, that someone who gets lost in his own neighborhood would argue that New York has better pizza than Chicago.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5ba47346e4fc100019e0c6da/logical-fallacy-examples","ad hominem","Of course you don't like rap or hip-hop music! You wear the same clothes every day and have zero fashion sense.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5ff47302011ce6001bb00cc6/logical-fallacies","ad hominem","Nicholas - ""An apple is a vegetable."" Alexis - ""Don't listen to Nicholas; he is failing AP Language""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5ad4e7ecdc7f09001a7e8c79/logical-fallacies","ad hominem","Bill, you drive a beat-up car from the 1980s. For this reason, we can never allow you to be a lifeguard at the community pool.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/60871eab7d7eb8001bf0d82a/logical-fallacies","ad hominem","There's no way you know this - you're clearly too young to understand!","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5ea5b334b4da62001c0f27bf/logical-fallacies","ad hominem","Oh, please. What would you know about labor laws? You don't even have a job.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/6013f8a0f50efb001ba7d0b4/logical-fallacies","ad hominem","""Don't listen to Mr. Fingers when he says walk in the hallways. How can you trust someone who wears bow ties?""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/601ab1436b68c3001b346fbc/logical-fallacy","ad hominem","We cannot listen to John’s opinion on global warming because he is a tree hugger.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/6013f8a0f50efb001ba7d0b4/logical-fallacies","ad hominem","""I can't trust that doctor's advice on how to raise my child. He has never been a mother.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5f9607e2156afc001b2eee58/logical-fallacies","ad hominem","My opponent raises a good point, but can we really trust him? I mean, he moved to this town only two years ago and everyone knows that his wife left him.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5cce27f37a48c0001bcf5904/academic-vocabulary-book-iv","ad hominem","""The Senator must be wrong on the issue of taxes because he's such a jerk to the people who work for him.""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5ad4e7ecdc7f09001a7e8c79/logical-fallacies","ad hominem","You never even finished law school, so why should I trust you to watch my children?","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/60e78ae94fc625001b04938d/logical-fallacies","ad hominem","Only a selfish, non-caring person would believe that this is ok.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5cbde6b63d0929001a1ffc3c/logical-fallacies","ad hominem","""Bernie Saunders wouldn't make a good president because he looks like a sad muppet.""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/601186198d64cb001b52da5f/logical-fallacies","ad hominem","Bill says Jenny would make a good class president, but Bill makes bad grades, so we shouldn’t vote for Jenny.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/601186198d64cb001b52da5f/logical-fallacies","ad hominem","Dr. Fauci says we need to wear masks, but Dr. Fauci is the oldest, meanest doctor around. I’m sure what he says isn’t true at all.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/601186198d64cb001b52da5f/logical-fallacies","ad hominem","Kelly is the most selfish, annoying person that I know. She says that we should recycle to help save the Earth, but she only thinks about herself, so she must be wrong.","",""
