"updated_label","original_url","old_label","source_article","explanations","rationale"
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5e664486989dc2001edc9ad5/logical-fallacies","tu quoque","Billy - ""Spanish is easy."" Bobby - ""Don't listen to Billy; he failed Spanish class last year. ""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5cbde6b63d0929001a1ffc3c/logical-fallacies","tu quoque","I did not complete my homework last night? Well, you did not do yours last weak either.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.logicallyfallacious.com/logicalfallacies/Genetic-Fallacy","genetic fallacy","He was born to Catholic parents and raised as a Catholic until his confirmation in 8th grade.  Therefore, he is bound to want to defend some Catholic traditions and, therefore, cannot be taken seriously."," I am referring to myself here.  While my upbringing was Catholic, and I have long since considered myself a Catholic, that is irrelevant to any defenses I make of Catholicism -- like the fact that many local churches do focus on helping the community through charity work.  If I make an argument defending anything Catholic, the argument should be evaluated on the argument itself, not on the history of the one making the argument or how I came to hold the claims as true or false.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.logicallyfallacious.com/logicalfallacies/Genetic-Fallacy","genetic fallacy","Lisa was brainwashed as a child into thinking that people are generally good.  Therefore, people are not generally good."," That fact that Lisa may have been brainwashed as a child, is irrelevant to the claim that people are generally good.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577","genetic fallacy","He’s just a psychology teacher at a community college","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://kspope.com/fallacies/fallacies.php","genetic fallacy","Since it was a deathbed confession, it must be true.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://kspope.com/fallacies/fallacies.php","genetic fallacy","This theory originally occurred to a scientist in the form of a dream; therefore it cannot be valid.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.pesec.no/24-most-common-logical-fallacies/","genetic fallacy","Accused on the 6 o'clock news of corruption and taking bribes, the senator said that we should all be very wary of the things we hear in the media, because we all know how very unreliable the media can be.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://cdn.annenbergclassroom.org/wp-content/uploads/teacher.handout.sample.fallacies1.pdf","genetic fallacy","You’re a vegetarian? You do realize that Hitler was a vegetarian, too?","The fact that Hitler held a particular belief doesn’t make that belief wrong.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://cdn.annenbergclassroom.org/wp-content/uploads/teacher.handout.sample.fallacies1.pdf","genetic fallacy","Before he died, poet Allen Ginsberg argued in favor of legalizing pornography. But Ginsberg's arguments are nothing but trash. Ginsberg was a pot-smoking homosexual and a thoroughgoing advocate of the drug culture.","Rejects the argument based on the fact that Ginsberg is unsavory.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://cdn.annenbergclassroom.org/wp-content/uploads/teacher.handout.sample.fallacies1.pdf","genetic fallacy","According to Freud, your belief in God stems from your need for a strong father figure. So don’t you see that it’s silly to continue believing in God?","The origin of your belief in God has nothing to do with whether or not God exists.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://cdn.annenbergclassroom.org/wp-content/uploads/student.handout.common.fallacies2.pdf","genetic fallacy","You think labor unions are good? You know who else liked labor unions? Karl Marx, that’s who.","The argument rejects labor unions on the grounds that Marx liked unions without making any reference to any of the present arguments for or against labor unions.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5f6c8014620e4f001b01d290/logic-unit-quiz","genetic fallacy","Don't buy any of the clothes made by that company. Most of them are made in China so they must be cheap.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5e39a9f211fb41001cada55c/logical-fallacies","genetic fallacy","My teacher always brings up stuff about Women's Rights. She only cares about it because she is a woman. The stats she shows us are probably bias.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5a80d327f21f740021abaa7f/logical-fallacies","genetic fallacy","Hannah argues that because her friend was brainwashed as a child into thinking that people are generally good, people are not generally good.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5e6b3c133d50bb001be4f453/logical-fallacies","genetic fallacy","Having come from the same political party, he is sure to communicate biased and untrue claims about his party-mates","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/607ee7628974e8001b0db45c/quick-check-logos-and-fallacies","genetic fallacy","The noble forefathers who created this great country did not fail; it is a great country now as it was then, by their very making.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://thebestschools.org/magazine/15-logical-fallacies-know/","appeal to hypocrisy","But, Dad, I know you smoked when you were my age, so how can you tell me not to do it?","The tu quoque fallacy is an attempt to divert blame. The fallacy usually occurs when the arguer uses apparent hypocrisy to neutralize criticism and distract from the issue.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://thebestschools.org/magazine/15-logical-fallacies-know/","ad hominem","MacDougal roots for a British football team. Clearly he's unfit to be a police chief in Ireland.","This fallacy occurs when someone rejects or criticizes another point of view based on the personal characteristics, ethnic background, physical appearance, or other non-relevant traits of the person who holds it.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://web.archive.org/web/20070625122234/http://leo.stcloudstate.edu/acadwrite/logic.html","ad hominem","Oprah Winfrey's diet advice is useless;  she has had problems with maintaining her weight for most of her life, bouncing back and forth between being overweight and slender.","The writer reduces the credibility of the opposition by attacking them personally for who they are and not for what they say.  The validity of logical reasoning does not depend on the morality of the speaker.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://web.archive.org/web/20150713071518/http://www.nizkor.org/features/fallacies/circumstantial-ad-hominem.html","ad hominem","Bill claims that tax breaks for corporations increases development. Of course, Bill is the CEO of a corporation.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://web.archive.org/web/20150713071518/http://www.nizkor.org/features/fallacies/circumstantial-ad-hominem.html","ad hominem","Of course the Senator from Maine opposes a reduction in naval spending. After all, Bath Ironworks, which produces warships, is in Maine.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://web.archive.org/web/20150713071518/http://www.nizkor.org/features/fallacies/circumstantial-ad-hominem.html","ad hominem","I think that we should reject what Father Jones has to say about the ethical issues of abortion because he is a Catholic priest. After all, Father Jones is required to hold such views","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://web.archive.org/web/20150713071518/http://www.nizkor.org/features/fallacies/circumstantial-ad-hominem.html","ad hominem","She asserts that we need more military spending, but that is false, since she is only saying it because she is a Republican.","A Circumstantial ad Hominem is a fallacy in which one attempts to attack a claim by asserting that the person making the claim is making it simply out of self interest. ",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.powerscore.com/lsat/help/lr_flaws.cfm","ad hominem","Mayor Jones’ anti-DUI campaign should not be taken seriously. After all, the mayor himself was cited for driving under the influence in college","Also known as an ad hominem attack (meaning “to the person”), a Source Argument commits a singular, consistent mistake by attacking the person/group making a claim (the source), as opposed to attacking the details of the claim itself. ","assuming that a claim is false on the grounds that the person defending it is of questionable character"
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","http://www.testsherpa.com/lsat/secret-lsat-logic-flaws/","ad hominem","Boris is not qualified to make suggestions about our penal system. As an ex-convict, he would always take the criminals’ side.","The author attacks the supporter of another argument, instead of the argument itself.","Separate the attack on a person from the reasoning. Couldn’t it be just as true that Boris is more qualified to make suggestions than most, given that he’s seen the other side of the penal system?"
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.lsat-center.com/prep-guide/ad-hominem/","genetic fallacy","Discoveries from Archimedes should be dismissed because he made them in a bathtub and not a proper university laboratory.","This is a fallacy where you dismiss something based on where it came from.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/607ee7628974e8001b0db45c/quick-check-logos-and-fallacies","genetic fallacy","My teacher says the Earth is flat, so it definitely is flat.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt","genetic fallacy","Maria drives a car. She must be wealthy.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/60548cc5a25098001b13f9f8/logical-fallacies","tu quoque","“But, Dad, I know you had no curfew when you were my age, so how can you give me a curfew?”","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt","genetic fallacy","You can't believe Bob's idea. He's a socialist.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5fc51524c0ffdb001b6b57ac/quiz-logical-fallacies","tu quoque","Sandy: ""You shouldn’t have that second piece of cake. It’s so fattening."" Ralph: ""Didn’t you eat an entire tub of ice cream yesterday?""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5daf7ec72f9b1b001b82cc7e/can-you-name-this-fallacy","ad hominem","What she says about Kepler's astronomy theory of the 1600's must be just so much garbage. Do you realize she's only fifteen years old?","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.logicallyfallacious.com/logicalfallacies/Traitorous-Critic-Fallacy","traitorous critic","Steve: In Sweden, college is free for citizens. How come we can't do that here? Ed: If you like Sweden so much, move there. The USA would be glad to be rid of your liberal ass!","Besides begging the question (Steve did not say he liked Sweden), Ed refused to address the question asked and deflected with a disingenuous question on why Steve does not move to Sweden.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.logicallyfallacious.com/logicalfallacies/Traitorous-Critic-Fallacy","traitorous critic","Gertrude: I am tired of having to fill out these forms all day. Can't we find a more efficient system? Cindy-Lou: If you're not happy with the way we do things, we can find someone who is!","Cindy-Lou did not address the concern, but essentially threatened Gertrude to shut up or lose her job. This example might also be seen as appeal to force .",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.logicallyfallacious.com/logicalfallacies/Poisoning-the-Well","poisoning the well","I hope I presented my argument clearly.  Now, my opponent will attempt to refute my argument by his own fallacious, incoherent, illogical version of history."," Not a very nice setup for the opponent.  As an audience member, if you allow any of this “poison” to affect how you evaluate the opponent’s argument, you are guilty of fallacious reasoning.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.logicallyfallacious.com/logicalfallacies/Poisoning-the-Well","poisoning the well","Tim: Boss, you heard my side of the story why I think Bill should be fired and not me.  Now, I am sure Bill is going to come to you with some pathetic attempt to weasel out of this lie that he has created."," Tim is poisoning the well by priming his boss by attacking Bill’s character, and setting up any defense Bill might present as “pathetic”.  Tim is using this fallacious tactic here, but if the boss were to accept Tim’s advice about Bill, she would be committing the fallacy.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/60c66e403fb5ff001bc8192e/logical-fallacies-part","poisoning the well","Bill: ""I believe that abortion is morally wrong."" Dave: ""Of course you would say that, you’re a priest."" Bill: ""What about the arguments I gave to support my position?"" Dave: ""Those don’t count. Like I said, you’re a priest, so you have to say that abortion is wrong. Further, you are just a lackey to the Pope, so I can’t believe what you say.""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/601343982b55e4001d363287/eapp-logical-fallacy","poisoning the well","""Do not listen to Luisa, she will only tell you lies about the recent activities given in our EAPP class.""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.logicallyfallacious.com/logicalfallacies/Bulverism","bulverism","Mom: Remember, dear. Nobody's going to buy the cow if they get the milk for free. Daughter: You are only saying that because you are my mother. Daughter: Wait... did you just call me a cow?"," Mom is doing her best to advise her daughter that she should be a bit more sexually reserved with her male suitors, cautioning her that she is unlikely to get any commitments unless she holds back sex. Although the claim is indeed dubious, the daughter assumes that it is wrong because of the source (her mother) and her mother's suspected motives (to get her married). So the mother must be wrong (assumption) because of her motives, and it is because of her motives that she is wrong (circular reasoning and the genetic fallacy).",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.logicallyfallacious.com/logicalfallacies/Bulverism","bulverism","Martin: All white people are not racists. Charlie: Yes they are. You just believe that because you are white.","Charlie is making two errors",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/603c4135fe49e5001bc1c557/activity-march-logical-fallacies","poisoning the well","Don’t believe what Alex says about global warming. Alex dropped out of college!","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://examples.yourdictionary.com/examples-of-logical-fallacy.htmll","genetic fallacy","My best friend says you’re a liar, so I’m not going to talk to you.","involves acceptance or rejection of concepts based on their source, not their merit",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.logicallyfallacious.com/logicalfallacies/Psychogenetic-Fallacy","bulverism; genetic fallacy","Lucas: I remember when I was about three years old my mother saved me from almost being eaten by a shark. Katie: I doubt that. What you are experiencing is what cognitive psychologists refer to as a ""false memory."""," There are two problems here that make Katie guilty of fallacious reasoning. First, she is assuming Lucas' story is not true because of a false memory. Second, she is phrasing this objection with unwarranted confidence.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.logicallyfallacious.com/logicalfallacies/Psychogenetic-Fallacy","bulverism; genetic fallacy","George: Man, those girls are smokin' hot! Derek: No, they're not. You're a victim of the cheerleader effect. When girls are together in a group, each girl looks a lot better than if you were to see her without the other girls."," Besides the fact that ""smokin' hot"" is a subjective evaluation, meaning that the girls could be hot to George but not Derek, Derek is assuming George's evaluation is wrong because of the psychological effect known as the cheerleader effect.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://kspope.com/fallacies/fallacies.php","tu quoque","I have been accused of using an ad hominem approach in trying to defend my research. But those who attack me and my research are also using ad hominem. And they started it!","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5facd45ea2df0f001bd29f8f/fallacies-and-research","argument from fallacy; tu quoque","Lola: I don't think John would be a good fit to manage this project, because he doesn't have a lot of experience with project management. John: But you don't have a lot of experience in project management either!","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.logicallyfallacious.com/logicalfallacies/Ad-Hominem-Tu-quoque","ad hominem; tu quoque","Jimmy Swaggart argued strongly against sexual immorality, yet while married, he has had several affairs with prostitutes; therefore, sexual immorality is acceptable."," The fact Jimmy Swaggart likes to play a round of bedroom golf with some local entrepreneurial ladies, is not evidence for sexual immorality in general, only that he is sexually immoral.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.logicallyfallacious.com/logicalfallacies/Ad-Hominem-Tu-quoque","ad hominem; tu quoque","Helga: You should not be eating that... it has been scientifically proven that eating fat burgers are no good for your health. Hugh: You eat fat burgers all the time so that can’t be true."," It doesn’t matter (to the truth claim of the argument at least) if Helga follows her own advice or not.  While it might appear that the reason she does not follow her own advice is that she doesn’t believe it’s true, it could also be that those fat burgers are just too damn irresistible.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.google.com/search?q=in+response+to+the+claim+that+%22Eating+fast+food+is+unhealthy%22%3A+%E2%80%9CBut+I+saw+you+eat+a+burger+and+fries+for+lunch+only+a+few+hours+ago!%22&oq=in+response+to+the+claim+that+%22Eating+fast+food+is+unhealthy%22%3A+%E2%80%9CBut+I+saw+you+eat+a+burger+and+fries+for+lunch+only+a+few+hours+ago!%22&aqs=chrome..69i57.192j0j1&sourceid=chrome&ie=UTF-8","ad hominem; tu quoque","in response to the claim that ""Eating fast food is unhealthy"": “But I saw you eat a burger and fries for lunch only a few hours ago!""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt","ad hominem; tu quoque","There you are cheating on your husband, how could you ever tell us anything meaningful about ethics?","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.thoughtco.com/tu-quoque-logical-fallacy-1692568","tu quoque","Mother: You should stop smoking. It's harmful to your health. Daughter: Why should I listen to you? You started smoking when you were 16!","Here, the daughter commits the tu quoque fallacy. She dismisses her mother's argument because she believes her mother is speaking in a hypocritical manner. While the mother may indeed be inconsistent, this does not invalidate her argument.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.thoughtco.com/tu-quoque-logical-fallacy-1692568","tu quoque","Recently, we highlighted a British journalist’s story about the underside of Dubai’s startling ascent. Some in Dubai called foul, including one writer who wants to remind Britons that their own country has a dark side. After all, what to think of a country in which one-fifth of the population lives in poverty?","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.thoughtco.com/tu-quoque-logical-fallacy-1692568","tu quoque","Wilma: You cheated on your income tax. Don't you realize that's wrong. Walter: Hey, wait a minute. You cheated on your income tax last year. Or have you forgotten about that?","Walter may be correct in his counter-accusation, but that does not show that Wilma's accusation is false.",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://courses.lumenlearning.com/englishcomp1/chapter/common-logical-fallacies/","ad hominem","Person 1: “I am for raising the minimum wage in our state.” Person 2: “She is for raising the minimum wage, but she is not even smart enough to run a business.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://courses.lumenlearning.com/englishcomp1/chapter/common-logical-fallacies/","ad hominem","Of course that doctor advocates vaccination—he probably owns stock in a pharmaceutical company.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_1&sid=270424972","tu quoque","Peter: ""Based on the arguments I have presented, it is evident that it is morally wrong to use animals for food or clothing."" Bill: ""But you are wearing a leather jacket and you have a roast beef sandwich in your hand! How can you say that using animals for food and clothing is wrong!""","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577","tu quoque","Dad drank at parties, too","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5f6c8014620e4f001b01d290/logic-unit-quiz","tu quoque","My friend told me to quit singing in the car since I have a ""bad voice."" She sings in the car all of the time!","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5e15d293351ef5001bd0e625/traditional-logic-chapter-review","tu quoque","Senator Jones wants a strong national defense, but I will not vote for him because he moved to Canada to avoid being drafted for war when he was in college.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5ea610d8dfd291001e9f05b0/fallacies-attp-sm","tu quoque","Dismissing someone's viewpoint on an issue because he himself is inconsistent in that very thing.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt","tu quoque","America keeps telling China to be more respecting of journalism, but why don't they stop the American propaganda first?","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5c58d321571452001a00e14e/logical-fallacies","tu quoque","How can you tell me I should exercise to lose weight? All you do is sit behind a desk all day. I've never seen you do a lick of exercise.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt","genetic fallacy","The car was built with cheap parts, so it only goes to show that the car will fall apart.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/5f886ce55bec10001beda125/logical-fallacy-practice","tu quoque","All this time that you're telling me to improve, you're being lazy yourself.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt","genetic fallacy","The newspaper editor homeschools his children. So, any claims he makes about the public school system are biased and untrue.","",""
"[MSK1] is claiming [MSK2]. [MSK1] is a moron. Therefore, [MSK2] is not true.","https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_1&sid=270424972","ad hominem","(1) William Dembski argues that modern biology supports the idea that there is an intelligent designer who created life. (2) Dembski would say that because he’s religious. Therefore: (3) Modern biology doesn’t support intelligent design","",""
